"iso_code"	"country_name"	"month"	"measles_cases"	"who_region"	"world_bank_region"	"income_group"
"AFG"	"Afghanistan"	2019-09-01	"10"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2019-10-01	"4"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2019-11-01	"11"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2019-12-01	"17"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-01-01	"90"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-02-01	"92"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-03-01	"39"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-04-01	"40"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-05-01	"27"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-06-01	"28"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-07-01	"51"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-08-01	"20"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-09-01	"5"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-10-01	"51"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-11-01	"45"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2020-12-01	"60"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-01-01	"143"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-02-01	"314"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-03-01	"403"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-04-01	"548"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-05-01	"357"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-06-01	"228"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-07-01	"140"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-08-01	"117"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-09-01	"102"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-10-01	"112"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-11-01	"230"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2021-12-01	"334"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-01-01	"597"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-02-01	"559"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-03-01	"826"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-04-01	"536"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-05-01	"480"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-06-01	"460"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-07-01	"329"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-08-01	"223"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-09-01	"164"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-10-01	"294"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-11-01	"280"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2022-12-01	"363"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-01-01	"418"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-02-01	"375"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-03-01	"356"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-04-01	"215"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-05-01	"193"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-06-01	"220"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-07-01	"188"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-08-01	"100"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-09-01	"62"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-10-01	"69"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-11-01	"123"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2023-12-01	"210"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-01-01	"518"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-02-01	"838"	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-03-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-04-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-05-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-06-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-07-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-08-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-09-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-10-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-11-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AFG"	"Afghanistan"	2024-12-01	NA	"Eastern Mediterranean Region"	"South Asia"	"Low income"
"AGO"	"Angola"	2011-01-01	"40"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-02-01	"23"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-03-01	"43"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-04-01	"94"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-05-01	"20"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-06-01	"33"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-07-01	"24"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-08-01	"62"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-09-01	"52"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-10-01	"27"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-11-01	"18"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2011-12-01	NA	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-01-01	"373"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-02-01	"291"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-03-01	"381"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-04-01	"391"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-05-01	"548"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-06-01	"357"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-07-01	"382"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-08-01	"553"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-09-01	"569"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-10-01	"368"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-11-01	"220"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2012-12-01	"15"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-01-01	"724"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-02-01	"645"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-03-01	"735"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-04-01	"493"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-05-01	"725"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-06-01	"698"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-07-01	"682"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-08-01	"661"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-09-01	"564"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-10-01	"289"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-11-01	"265"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2013-12-01	"81"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-01-01	"1161"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-02-01	"1101"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-03-01	"1320"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-04-01	"1095"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-05-01	"1755"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-06-01	"1150"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-07-01	"1484"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-08-01	"1431"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-09-01	"1098"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-10-01	"374"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-11-01	"28"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2014-12-01	"12"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-01-01	"4"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-02-01	"15"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-03-01	"0"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-04-01	"0"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-05-01	"3"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-06-01	"3"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-07-01	"4"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-08-01	"13"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-09-01	"40"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-10-01	"14"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-11-01	"5"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2015-12-01	"2"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-01-01	"3"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-02-01	"2"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-03-01	"0"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-04-01	"4"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-05-01	"6"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-06-01	"2"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-07-01	"5"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-08-01	"11"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-09-01	"5"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-10-01	"1"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-11-01	"5"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2016-12-01	"7"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-01-01	"1"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-02-01	"7"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-03-01	"2"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-04-01	"0"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-05-01	"3"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-06-01	"2"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-07-01	"1"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-08-01	"1"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-09-01	"2"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-10-01	"0"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-11-01	"2"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2017-12-01	"6"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-01-01	"4"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-02-01	"9"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-03-01	"26"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-04-01	"40"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-05-01	"15"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-06-01	"15"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-07-01	"18"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-08-01	"38"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
"AGO"	"Angola"	2018-09-01	"35"	"African Region"	"Sub-Saharan Africa"	"Lower middle income"
